0,line_1,制限時間内に勝利しろ
0,line_2,-1
0,target,残り時間
1,line_1,コンボを決めろ
1,line_2,-1
1,target,最大Hit数
2,line_1,ガードカウンターを決めろ
2,line_2,-1
2,target,成功数
3,line_1,ジャストガードを決めろ
3,line_2,-1
3,target,成功数
4,line_1,規定の攻撃回数未満で
4,line_2,勝利しろ
4,target,攻撃数
5,line_1,ダウンさせろ
5,line_2,-1
5,target,ダウン数
6,line_1,空中にいる敵を倒せ
6,line_2,-1
6,target,撃破数
7,line_1,弱点属性で倒せ
7,line_2,-1
7,target,撃破数
8,line_1,詠唱を阻止しろ
8,line_2,-1
8,target,阻止数
9,line_1,特定術技で倒せ
9,line_2,-1
9,target,撃破数
10,line_1,パーティー全員
10,line_2,戦闘不能になるな
10,target,-1
11,line_1,アイテムを使うな
11,line_2,-1
11,target,-1
12,line_1,秘奥義で倒せ
12,line_2,-1
12,target,撃破数
13,line_1,アイテムを盗め
13,line_2,-1
13,target,成功数
14,line_1,操作キャラクターのみ
14,line_2,攻撃、術技禁止
14,target,-1
15,line_1,操作キャラクターのみ
15,line_2,術技禁止
15,target,-1
16,line_1,パーティー全員
16,line_2,勝利時HPがa％以上
16,target,-1
17,line_1,レイヴゲージを減らすな
17,line_2,-1
17,target,-1
18,line_1,操作キャラクターのみ
18,line_2,ノーダメージで勝利しろ
18,target,-1
19,line_1,パーティー全員
19,line_2,ノーダメージで勝利しろ
19,target,-1
